wire_id,wire_rho,wire_phi
1115,61,1.7912589692
1116,61,1.8188167995
1117,61,1.8463746297
1118,61,1.87393246
1119,61,1.9014902903
1120,61,1.9290481206
1121,61,1.9566059509
1122,61,1.9841637812
1123,61,2.0117216115
1124,61,2.0392794418
1125,61,2.0668372721
1126,61,2.0943951024
1127,61,2.1219529327
1128,61,2.149510763
1129,61,2.1770685933
1130,61,2.2046264236
1131,61,2.2321842539
1132,61,2.2597420842
1133,61,2.2872999145
1134,61,2.3148577448
1135,61,2.3424155751
1136,61,2.3699734053
1137,61,2.3975312356
1138,61,2.4250890659
1139,61,2.4526468962
1140,61,2.4802047265
1141,61,2.5077625568
1142,61,2.5353203871
1143,61,2.5628782174
1144,61,2.5904360477
1145,61,2.617993878
1146,61,2.6455517083
1147,61,2.6731095386
1148,61,2.7006673689
1149,61,2.7282251992
1150,61,2.7557830295
1151,61,2.7833408598
1152,61,2.8108986901
1153,61,2.8384565204
1154,61,2.8660143506
1155,61,2.8935721809
1156,61,2.9211300112
1157,61,2.9486878415
1158,61,2.9762456718
1159,61,3.0038035021
1160,61,3.0313613324
1161,61,3.0589191627
1162,61,3.086476993
1163,61,3.1140348233
1164,61,3.1415926536
1165,61,3.1691504839
1166,61,3.1967083142
1167,61,3.2242661445
1168,61,3.2518239748
1169,61,3.2793818051
1170,61,3.3069396354
1171,61,3.3344974657
1172,61,3.362055296
1173,61,3.3896131262
1174,61,3.4171709565
1175,61,3.4447287868
1176,61,3.4722866171
1177,61,3.4998444474
1178,61,3.5274022777
1179,61,3.554960108
1180,61,3.5825179383
1181,61,3.6100757686
1182,61,3.6376335989
1183,61,3.6651914292
1184,61,3.6927492595
1185,61,3.7203070898
1186,61,3.7478649201
1187,61,3.7754227504
1188,61,3.8029805807
1189,61,3.830538411
1190,61,3.8580962413
1191,61,3.8856540716
1192,61,3.9132119018
1193,61,3.9407697321
1194,61,3.9683275624
1195,61,3.9958853927
1196,61,4.023443223
1197,61,4.0510010533
1198,61,4.0785588836
1199,61,4.1061167139
1200,61,4.1336745442
1201,61,4.1612323745
1202,61,4.1887902048
1203,61,4.2163480351
1204,61,4.2439058654
1205,61,4.2714636957
1206,61,4.299021526
1207,61,4.3265793563
1208,61,4.3541371866
1209,61,4.3816950169
1210,61,4.4092528471
1211,61,4.4368106774
1212,61,4.4643685077
1213,61,4.491926338
1214,61,4.5194841683
1215,61,4.5470419986
1216,61,4.5745998289
1217,61,4.6021576592
1218,61,4.6297154895
1219,61,4.6572733198
1220,61,4.6848311501
1221,61,4.7123889804
1222,61,4.7399468107
1223,61,4.767504641
1224,61,4.7950624713
1225,61,4.8226203016
1226,61,4.8501781319
1227,61,4.8777359622
1228,61,4.9052937925
1229,61,4.9328516227
1230,61,4.960409453
1231,61,4.9879672833
1232,61,5.0155251136
1233,61,5.0430829439
1234,61,5.0706407742
1235,61,5.0981986045
1236,61,5.1257564348
1237,61,5.1533142651
1238,61,5.1808720954
1239,61,5.2084299257
1240,61,5.235987756
1241,61,5.2635455863
1242,61,5.2911034166
1243,61,5.3186612469
1244,61,5.3462190772
1245,61,5.3737769075
1246,61,5.4013347378
1247,61,5.4288925681
1248,61,5.4564503983
1249,61,5.4840082286
1250,61,5.5115660589
1251,61,5.5391238892
1252,61,5.5666817195
1253,61,5.5942395498
1254,61,5.6217973801
1255,61,5.6493552104
1256,61,5.6769130407
1257,61,5.704470871
1258,61,5.7320287013
1259,61,5.7595865316
1260,61,5.7871443619
1261,61,5.8147021922
1262,61,5.8422600225
1263,61,5.8698178528
1264,61,5.8973756831
1265,61,5.9249335134
1266,61,5.9524913436
1267,61,5.9800491739
1268,61,6.0076070042
1269,61,6.0351648345
1270,61,6.0627226648
1271,61,6.0902804951
1272,61,6.1178383254
1273,61,6.1453961557
1274,61,6.172953986
1275,61,6.2005118163
1276,61,6.2280696466
1277,61,6.2556274769
1278,62.6,0
1279,62.6,0.0268512193
1280,62.6,0.0537024385
1281,62.6,0.0805536578
1282,62.6,0.107404877
1283,62.6,0.1342560963
1284,62.6,0.1611073156
1285,62.6,0.1879585348
1286,62.6,0.2148097541
1287,62.6,0.2416609734
1288,62.6,0.2685121926
1289,62.6,0.2953634119
1290,62.6,0.3222146311
1291,62.6,0.3490658504
1292,62.6,0.3759170697
1293,62.6,0.4027682889
1294,62.6,0.4296195082
1295,62.6,0.4564707274
1296,62.6,0.4833219467
1297,62.6,0.510173166
1298,62.6,0.5370243852
1299,62.6,0.5638756045
1300,62.6,0.5907268238
1301,62.6,0.617578043
1302,62.6,0.6444292623
1303,62.6,0.6712804815
1304,62.6,0.6981317008
1305,62.6,0.7249829201
1306,62.6,0.7518341393
1307,62.6,0.7786853586
1308,62.6,0.8055365778
1309,62.6,0.8323877971
1310,62.6,0.8592390164
1311,62.6,0.8860902356
1312,62.6,0.9129414549
1313,62.6,0.9397926742
1314,62.6,0.9666438934
1315,62.6,0.9934951127
1316,62.6,1.0203463319
1317,62.6,1.0471975512
1318,62.6,1.0740487705
1319,62.6,1.1008999897
1320,62.6,1.127751209
1321,62.6,1.1546024282
1322,62.6,1.1814536475
1323,62.6,1.2083048668
1324,62.6,1.235156086
1325,62.6,1.2620073053
1326,62.6,1.2888585246
1327,62.6,1.3157097438
1328,62.6,1.3425609631
1329,62.6,1.3694121823
1330,62.6,1.3962634016
1331,62.6,1.4231146209
1332,62.6,1.4499658401
1333,62.6,1.4768170594
1334,62.6,1.5036682786
1335,62.6,1.5305194979
1336,62.6,1.5573707172
1337,62.6,1.5842219364
1338,62.6,1.6110731557
1339,62.6,1.637924375
1340,62.6,1.6647755942
1341,62.6,1.6916268135
1342,62.6,1.7184780327
1343,62.6,1.745329252
1344,62.6,1.7721804713
1345,62.6,1.7990316905
1346,62.6,1.8258829098
1347,62.6,1.852734129
1348,62.6,1.8795853483
1349,62.6,1.9064365676
1350,62.6,1.9332877868
1351,62.6,1.9601390061
1352,62.6,1.9869902254
1353,62.6,2.0138414446
1354,62.6,2.0406926639
1355,62.6,2.0675438831
1356,62.6,2.0943951024
1357,62.6,2.1212463217
1358,62.6,2.1480975409
1359,62.6,2.1749487602
1360,62.6,2.2017999794
1361,62.6,2.2286511987
1362,62.6,2.255502418
1363,62.6,2.2823536372
1364,62.6,2.3092048565
1365,62.6,2.3360560758
1366,62.6,2.362907295
1367,62.6,2.3897585143
1368,62.6,2.4166097335
1369,62.6,2.4434609528
1370,62.6,2.4703121721
1371,62.6,2.4971633913
1372,62.6,2.5240146106
1373,62.6,2.5508658298
1374,62.6,2.5777170491
1375,62.6,2.6045682684
1376,62.6,2.6314194876
1377,62.6,2.6582707069
1378,62.6,2.6851219262
1379,62.6,2.7119731454
1380,62.6,2.7388243647
1381,62.6,2.7656755839
1382,62.6,2.7925268032
1383,62.6,2.8193780225
1384,62.6,2.8462292417
1385,62.6,2.873080461
1386,62.6,2.8999316802
1387,62.6,2.9267828995
1388,62.6,2.9536341188
1389,62.6,2.980485338
1390,62.6,3.0073365573
1391,62.6,3.0341877765
1392,62.6,3.0610389958
1393,62.6,3.0878902151
1394,62.6,3.1147414343
1395,62.6,3.1415926536
1396,62.6,3.1684438729
1397,62.6,3.1952950921
1398,62.6,3.2221463114
1399,62.6,3.2489975306
1400,62.6,3.2758487499
1401,62.6,3.3026999692
1402,62.6,3.3295511884
1403,62.6,3.3564024077
1404,62.6,3.3832536269
1405,62.6,3.4101048462
1406,62.6,3.4369560655
1407,62.6,3.4638072847
1408,62.6,3.490658504
1409,62.6,3.5175097233
1410,62.6,3.5443609425
1411,62.6,3.5712121618
1412,62.6,3.598063381
1413,62.6,3.6249146003
1414,62.6,3.6517658196
1415,62.6,3.6786170388
1416,62.6,3.7054682581
1417,62.6,3.7323194773
1418,62.6,3.7591706966
1419,62.6,3.7860219159
1420,62.6,3.8128731351
1421,62.6,3.8397243544
1422,62.6,3.8665755737
1423,62.6,3.8934267929
1424,62.6,3.9202780122
1425,62.6,3.9471292314
1426,62.6,3.9739804507
1427,62.6,4.00083167
1428,62.6,4.0276828892
1429,62.6,4.0545341085
1430,62.6,4.0813853277
1431,62.6,4.108236547
1432,62.6,4.1350877663
1433,62.6,4.1619389855
1434,62.6,4.1887902048
1435,62.6,4.2156414241
1436,62.6,4.2424926433
1437,62.6,4.2693438626
1438,62.6,4.2961950818
1439,62.6,4.3230463011
1440,62.6,4.3498975204
1441,62.6,4.3767487396
1442,62.6,4.4035999589
1443,62.6,4.4304511781
1444,62.6,4.4573023974
1445,62.6,4.4841536167
1446,62.6,4.5110048359
1447,62.6,4.5378560552
1448,62.6,4.5647072745
1449,62.6,4.5915584937
1450,62.6,4.618409713
1451,62.6,4.6452609322
1452,62.6,4.6721121515
1453,62.6,4.6989633708
1454,62.6,4.72581459
1455,62.6,4.7526658093
1456,62.6,4.7795170285
1457,62.6,4.8063682478
1458,62.6,4.8332194671
1459,62.6,4.8600706863
1460,62.6,4.8869219056
1461,62.6,4.9137731249
1462,62.6,4.9406243441
1463,62.6,4.9674755634
1464,62.6,4.9943267826
1465,62.6,5.0211780019
1466,62.6,5.0480292212
1467,62.6,5.0748804404
1468,62.6,5.1017316597
1469,62.6,5.1285828789
1470,62.6,5.1554340982
1471,62.6,5.1822853175
1472,62.6,5.2091365367
1473,62.6,5.235987756
1474,62.6,5.2628389752
1475,62.6,5.2896901945
1476,62.6,5.3165414138
1477,62.6,5.343392633
1478,62.6,5.3702438523
1479,62.6,5.3970950716
1480,62.6,5.4239462908
1481,62.6,5.4507975101
1482,62.6,5.4776487293
1483,62.6,5.5044999486
1484,62.6,5.5313511679
1485,62.6,5.5582023871
1486,62.6,5.5850536064
1487,62.6,5.6119048256
1488,62.6,5.6387560449
1489,62.6,5.6656072642
1490,62.6,5.6924584834
1491,62.6,5.7193097027
1492,62.6,5.746160922
1493,62.6,5.7730121412
1494,62.6,5.7998633605
1495,62.6,5.8267145797
1496,62.6,5.853565799
1497,62.6,5.8804170183
1498,62.6,5.9072682375
1499,62.6,5.9341194568
1500,62.6,5.960970676
1501,62.6,5.9878218953
1502,62.6,6.0146731146
1503,62.6,6.0415243338
1504,62.6,6.0683755531
1505,62.6,6.0952267724
1506,62.6,6.1220779916
1507,62.6,6.1489292109
1508,62.6,6.1757804301
1509,62.6,6.2026316494
1510,62.6,6.2294828687
1511,62.6,6.2563340879
1512,64.2,0.013426
1513,64.2,0.0396059388
1514,64.2,0.0657858776
1515,64.2,0.0919658163
1516,64.2,0.1181457551
1517,64.2,0.1443256939
1518,64.2,0.1705056327
1519,64.2,0.1966855715
1520,64.2,0.2228655102
1521,64.2,0.249045449
1522,64.2,0.2752253878
1523,64.2,0.3014053266
1524,64.2,0.3275852654
1525,64.2,0.3537652041
1526,64.2,0.3799451429
1527,64.2,0.4061250817
1528,64.2,0.4323050205
1529,64.2,0.4584849593
1530,64.2,0.484664898
1531,64.2,0.5108448368
1532,64.2,0.5370247756
1533,64.2,0.5632047144
1534,64.2,0.5893846532
1535,64.2,0.6155645919
1536,64.2,0.6417445307
1537,64.2,0.6679244695
1538,64.2,0.6941044083
1539,64.2,0.7202843471
1540,64.2,0.7464642858
1541,64.2,0.7726442246
1542,64.2,0.7988241634
1543,64.2,0.8250041022
1544,64.2,0.851184041
1545,64.2,0.8773639797
1546,64.2,0.9035439185
1547,64.2,0.9297238573
1548,64.2,0.9559037961
1549,64.2,0.9820837349
1550,64.2,1.0082636736
1551,64.2,1.0344436124
1552,64.2,1.0606235512
1553,64.2,1.08680349
1554,64.2,1.1129834288
1555,64.2,1.1391633675
1556,64.2,1.1653433063
1557,64.2,1.1915232451
1558,64.2,1.2177031839
1559,64.2,1.2438831227
1560,64.2,1.2700630614
1561,64.2,1.2962430002
1562,64.2,1.322422939
1563,64.2,1.3486028778
1564,64.2,1.3747828166
1565,64.2,1.4009627553
1566,64.2,1.4271426941
1567,64.2,1.4533226329
1568,64.2,1.4795025717
1569,64.2,1.5056825105
1570,64.2,1.5318624492
1571,64.2,1.558042388
1572,64.2,1.5842223268
1573,64.2,1.6104022656
1574,64.2,1.6365822044
1575,64.2,1.6627621431
1576,64.2,1.6889420819
1577,64.2,1.7151220207
1578,64.2,1.7413019595
1579,64.2,1.7674818983
1580,64.2,1.793661837
1581,64.2,1.8198417758
1582,64.2,1.8460217146
1583,64.2,1.8722016534
1584,64.2,1.8983815922
1585,64.2,1.9245615309
1586,64.2,1.9507414697
1587,64.2,1.9769214085
1588,64.2,2.0031013473
1589,64.2,2.0292812861
1590,64.2,2.0554612248
1591,64.2,2.0816411636
1592,64.2,2.1078211024
1593,64.2,2.1340010412
1594,64.2,2.16018098
1595,64.2,2.1863609187
1596,64.2,2.2125408575
1597,64.2,2.2387207963
1598,64.2,2.2649007351
1599,64.2,2.2910806739
1600,64.2,2.3172606126
1601,64.2,2.3434405514
1602,64.2,2.3696204902
1603,64.2,2.395800429
1604,64.2,2.4219803678
1605,64.2,2.4481603065
1606,64.2,2.4743402453
1607,64.2,2.5005201841
1608,64.2,2.5267001229
1609,64.2,2.5528800617
1610,64.2,2.5790600004
1611,64.2,2.6052399392
1612,64.2,2.631419878
1613,64.2,2.6575998168
1614,64.2,2.6837797556
1615,64.2,2.7099596943
1616,64.2,2.7361396331
1617,64.2,2.7623195719
1618,64.2,2.7884995107
1619,64.2,2.8146794495
1620,64.2,2.8408593882
1621,64.2,2.867039327
1622,64.2,2.8932192658
1623,64.2,2.9193992046
1624,64.2,2.9455791434
1625,64.2,2.9717590821
1626,64.2,2.9979390209
1627,64.2,3.0241189597
1628,64.2,3.0502988985
1629,64.2,3.0764788373
1630,64.2,3.102658776
1631,64.2,3.1288387148
1632,64.2,3.1550186536
1633,64.2,3.1811985924
1634,64.2,3.2073785312
1635,64.2,3.2335584699
1636,64.2,3.2597384087
1637,64.2,3.2859183475
1638,64.2,3.3120982863
1639,64.2,3.3382782251
1640,64.2,3.3644581638
1641,64.2,3.3906381026
1642,64.2,3.4168180414
1643,64.2,3.4429979802
1644,64.2,3.469177919
1645,64.2,3.4953578577
1646,64.2,3.5215377965
1647,64.2,3.5477177353
1648,64.2,3.5738976741
1649,64.2,3.6000776129
1650,64.2,3.6262575516
1651,64.2,3.6524374904
1652,64.2,3.6786174292
1653,64.2,3.704797368
1654,64.2,3.7309773068
1655,64.2,3.7571572455
1656,64.2,3.7833371843
1657,64.2,3.8095171231
1658,64.2,3.8356970619
1659,64.2,3.8618770007
1660,64.2,3.8880569394
1661,64.2,3.9142368782
1662,64.2,3.940416817
1663,64.2,3.9665967558
1664,64.2,3.9927766946
1665,64.2,4.0189566333
1666,64.2,4.0451365721
1667,64.2,4.0713165109
1668,64.2,4.0974964497
1669,64.2,4.1236763885
1670,64.2,4.1498563272
1671,64.2,4.176036266
1672,64.2,4.2022162048
1673,64.2,4.2283961436
1674,64.2,4.2545760824
1675,64.2,4.2807560211
1676,64.2,4.3069359599
1677,64.2,4.3331158987
1678,64.2,4.3592958375
1679,64.2,4.3854757763
1680,64.2,4.411655715
1681,64.2,4.4378356538
1682,64.2,4.4640155926
1683,64.2,4.4901955314
1684,64.2,4.5163754702
1685,64.2,4.5425554089
1686,64.2,4.5687353477
1687,64.2,4.5949152865
1688,64.2,4.6210952253
1689,64.2,4.647275164
1690,64.2,4.6734551028
1691,64.2,4.6996350416
1692,64.2,4.7258149804
1693,64.2,4.7519949192
1694,64.2,4.7781748579
1695,64.2,4.8043547967
1696,64.2,4.8305347355
1697,64.2,4.8567146743
1698,64.2,4.8828946131
1699,64.2,4.9090745518
1700,64.2,4.9352544906
1701,64.2,4.9614344294
1702,64.2,4.9876143682
1703,64.2,5.013794307
1704,64.2,5.0399742457
1705,64.2,5.0661541845
1706,64.2,5.0923341233
1707,64.2,5.1185140621
1708,64.2,5.1446940009
1709,64.2,5.1708739396
1710,64.2,5.1970538784
1711,64.2,5.2232338172
1712,64.2,5.249413756
1713,64.2,5.2755936948
1714,64.2,5.3017736335
1715,64.2,5.3279535723
1716,64.2,5.3541335111
1717,64.2,5.3803134499
1718,64.2,5.4064933887
1719,64.2,5.4326733274
1720,64.2,5.4588532662
1721,64.2,5.485033205
1722,64.2,5.5112131438
1723,64.2,5.5373930826
1724,64.2,5.5635730213
1725,64.2,5.5897529601
1726,64.2,5.6159328989
1727,64.2,5.6421128377
1728,64.2,5.6682927765
1729,64.2,5.6944727152
1730,64.2,5.720652654
1731,64.2,5.7468325928
1732,64.2,5.7730125316
1733,64.2,5.7991924704
1734,64.2,5.8253724091
1735,64.2,5.8515523479
1736,64.2,5.8777322867
1737,64.2,5.9039122255
1738,64.2,5.9300921643
1739,64.2,5.956272103
1740,64.2,5.9824520418
1741,64.2,6.0086319806
1742,64.2,6.0348119194
1743,64.2,6.0609918582
1744,64.2,6.0871717969
1745,64.2,6.1133517357
1746,64.2,6.1395316745
1747,64.2,6.1657116133
1748,64.2,6.1918915521
1749,64.2,6.2180714908
1750,64.2,6.2442514296
1751,64.2,6.2704313684
1752,65.8,0
1753,65.8,0.0255414037
1754,65.8,0.0510828074
1755,65.8,0.0766242111
1756,65.8,0.1021656148
1757,65.8,0.1277070184
1758,65.8,0.1532484221
1759,65.8,0.1787898258
1760,65.8,0.2043312295
1761,65.8,0.2298726332
1762,65.8,0.2554140369
1763,65.8,0.2809554406
1764,65.8,0.3064968443
1765,65.8,0.3320382479
1766,65.8,0.3575796516
1767,65.8,0.3831210553
1768,65.8,0.408662459
1769,65.8,0.4342038627
1770,65.8,0.4597452664
1771,65.8,0.4852866701
1772,65.8,0.5108280738
1773,65.8,0.5363694774
1774,65.8,0.5619108811
1775,65.8,0.5874522848
1776,65.8,0.6129936885
1777,65.8,0.6385350922
1778,65.8,0.6640764959
1779,65.8,0.6896178996
1780,65.8,0.7151593033
1781,65.8,0.7407007069
1782,65.8,0.7662421106
1783,65.8,0.7917835143
1784,65.8,0.817324918
1785,65.8,0.8428663217
1786,65.8,0.8684077254
1787,65.8,0.8939491291
1788,65.8,0.9194905328
1789,65.8,0.9450319364
1790,65.8,0.9705733401
1791,65.8,0.9961147438
1792,65.8,1.0216561475
1793,65.8,1.0471975512
1794,65.8,1.0727389549
1795,65.8,1.0982803586
1796,65.8,1.1238217623
1797,65.8,1.149363166
1798,65.8,1.1749045696
1799,65.8,1.2004459733
1800,65.8,1.225987377
1801,65.8,1.2515287807
1802,65.8,1.2770701844
1803,65.8,1.3026115881
1804,65.8,1.3281529918
1805,65.8,1.3536943955
1806,65.8,1.3792357991
1807,65.8,1.4047772028
1808,65.8,1.4303186065
1809,65.8,1.4558600102
1810,65.8,1.4814014139
1811,65.8,1.5069428176
1812,65.8,1.5324842213
1813,65.8,1.558025625
1814,65.8,1.5835670286
1815,65.8,1.6091084323
1816,65.8,1.634649836
1817,65.8,1.6601912397
1818,65.8,1.6857326434
1819,65.8,1.7112740471
1820,65.8,1.7368154508
1821,65.8,1.7623568545
1822,65.8,1.7878982581
1823,65.8,1.8134396618
1824,65.8,1.8389810655
1825,65.8,1.8645224692
1826,65.8,1.8900638729
1827,65.8,1.9156052766
1828,65.8,1.9411466803
1829,65.8,1.966688084
1830,65.8,1.9922294876
1831,65.8,2.0177708913
1832,65.8,2.043312295
1833,65.8,2.0688536987
1834,65.8,2.0943951024
1835,65.8,2.1199365061
1836,65.8,2.1454779098
1837,65.8,2.1710193135
1838,65.8,2.1965607171
1839,65.8,2.2221021208
1840,65.8,2.2476435245
1841,65.8,2.2731849282
1842,65.8,2.2987263319
1843,65.8,2.3242677356
1844,65.8,2.3498091393
1845,65.8,2.375350543
1846,65.8,2.4008919467
1847,65.8,2.4264333503
1848,65.8,2.451974754
1849,65.8,2.4775161577
1850,65.8,2.5030575614
1851,65.8,2.5285989651
1852,65.8,2.5541403688
1853,65.8,2.5796817725
1854,65.8,2.6052231762
1855,65.8,2.6307645798
1856,65.8,2.6563059835
1857,65.8,2.6818473872
1858,65.8,2.7073887909
1859,65.8,2.7329301946
1860,65.8,2.7584715983
1861,65.8,2.784013002
1862,65.8,2.8095544057
1863,65.8,2.8350958093
1864,65.8,2.860637213
1865,65.8,2.8861786167
1866,65.8,2.9117200204
1867,65.8,2.9372614241
1868,65.8,2.9628028278
1869,65.8,2.9883442315
1870,65.8,3.0138856352
1871,65.8,3.0394270388
1872,65.8,3.0649684425
1873,65.8,3.0905098462
1874,65.8,3.1160512499
1875,65.8,3.1415926536
1876,65.8,3.1671340573
1877,65.8,3.192675461
1878,65.8,3.2182168647
1879,65.8,3.2437582683
1880,65.8,3.269299672
1881,65.8,3.2948410757
1882,65.8,3.3203824794
1883,65.8,3.3459238831
1884,65.8,3.3714652868
1885,65.8,3.3970066905
1886,65.8,3.4225480942
1887,65.8,3.4480894978
1888,65.8,3.4736309015
1889,65.8,3.4991723052
1890,65.8,3.5247137089
1891,65.8,3.5502551126
1892,65.8,3.5757965163
1893,65.8,3.60133792
1894,65.8,3.6268793237
1895,65.8,3.6524207273
1896,65.8,3.677962131
1897,65.8,3.7035035347
1898,65.8,3.7290449384
1899,65.8,3.7545863421
1900,65.8,3.7801277458
1901,65.8,3.8056691495
1902,65.8,3.8312105532
1903,65.8,3.8567519569
1904,65.8,3.8822933605
1905,65.8,3.9078347642
1906,65.8,3.9333761679
1907,65.8,3.9589175716
1908,65.8,3.9844589753
1909,65.8,4.010000379
1910,65.8,4.0355417827
1911,65.8,4.0610831864
1912,65.8,4.08662459
1913,65.8,4.1121659937
1914,65.8,4.1377073974
1915,65.8,4.1632488011
1916,65.8,4.1887902048
1917,65.8,4.2143316085
1918,65.8,4.2398730122
1919,65.8,4.2654144159
1920,65.8,4.2909558195
1921,65.8,4.3164972232
1922,65.8,4.3420386269
1923,65.8,4.3675800306
1924,65.8,4.3931214343
1925,65.8,4.418662838
1926,65.8,4.4442042417
1927,65.8,4.4697456454
1928,65.8,4.495287049
1929,65.8,4.5208284527
1930,65.8,4.5463698564
1931,65.8,4.5719112601
1932,65.8,4.5974526638
1933,65.8,4.6229940675
1934,65.8,4.6485354712
1935,65.8,4.6740768749
1936,65.8,4.6996182785
1937,65.8,4.7251596822
1938,65.8,4.7507010859
1939,65.8,4.7762424896
1940,65.8,4.8017838933
1941,65.8,4.827325297
1942,65.8,4.8528667007
1943,65.8,4.8784081044
1944,65.8,4.903949508
1945,65.8,4.9294909117
1946,65.8,4.9550323154
1947,65.8,4.9805737191
1948,65.8,5.0061151228
1949,65.8,5.0316565265
1950,65.8,5.0571979302
1951,65.8,5.0827393339
1952,65.8,5.1082807375
1953,65.8,5.1338221412
1954,65.8,5.1593635449
1955,65.8,5.1849049486
1956,65.8,5.2104463523
1957,65.8,5.235987756
1958,65.8,5.2615291597
1959,65.8,5.2870705634
1960,65.8,5.3126119671
1961,65.8,5.3381533707
1962,65.8,5.3636947744
1963,65.8,5.3892361781
1964,65.8,5.4147775818
1965,65.8,5.4403189855
1966,65.8,5.4658603892
1967,65.8,5.4914017929
1968,65.8,5.5169431966
1969,65.8,5.5424846002
1970,65.8,5.5680260039
1971,65.8,5.5935674076
1972,65.8,5.6191088113
1973,65.8,5.644650215
1974,65.8,5.6701916187
1975,65.8,5.6957330224
1976,65.8,5.7212744261
1977,65.8,5.7468158297
1978,65.8,5.7723572334
1979,65.8,5.7978986371
1980,65.8,5.8234400408
1981,65.8,5.8489814445
1982,65.8,5.8745228482
1983,65.8,5.9000642519
1984,65.8,5.9256056556
1985,65.8,5.9511470592
1986,65.8,5.9766884629
1987,65.8,6.0022298666
1988,65.8,6.0277712703
1989,65.8,6.053312674
1990,65.8,6.0788540777
1991,65.8,6.1043954814
1992,65.8,6.1299368851
1993,65.8,6.1554782887
1994,65.8,6.1810196924
1995,65.8,6.2065610961
1996,65.8,6.2321024998
1997,65.8,6.2576439035
1998,67.4,0.012771
1999,67.4,0.037704275
2000,67.4,0.0626375501
2001,67.4,0.0875708251
2002,67.4,0.1125041001
2003,67.4,0.1374373751
2004,67.4,0.1623706502
2005,67.4,0.1873039252
2006,67.4,0.2122372002
2007,67.4,0.2371704753
2008,67.4,0.2621037503
2009,67.4,0.2870370253
2010,67.4,0.3119703003
2011,67.4,0.3369035754
2012,67.4,0.3618368504
2013,67.4,0.3867701254
2014,67.4,0.4117034005
2015,67.4,0.4366366755
2016,67.4,0.4615699505
2017,67.4,0.4865032255
2018,67.4,0.5114365006
2019,67.4,0.5363697756
2020,67.4,0.5613030506
2021,67.4,0.5862363257
2022,67.4,0.6111696007
2023,67.4,0.6361028757
2024,67.4,0.6610361507
2025,67.4,0.6859694258
2026,67.4,0.7109027008
2027,67.4,0.7358359758
2028,67.4,0.7607692509
2029,67.4,0.7857025259
2030,67.4,0.8106358009
2031,67.4,0.8355690759
2032,67.4,0.860502351
2033,67.4,0.885435626
2034,67.4,0.910368901
2035,67.4,0.9353021761
2036,67.4,0.9602354511
2037,67.4,0.9851687261
2038,67.4,1.0101020011
2039,67.4,1.0350352762
2040,67.4,1.0599685512
2041,67.4,1.0849018262
2042,67.4,1.1098351013
2043,67.4,1.1347683763
2044,67.4,1.1597016513
2045,67.4,1.1846349263
2046,67.4,1.2095682014
2047,67.4,1.2345014764
2048,67.4,1.2594347514
2049,67.4,1.2843680265
2050,67.4,1.3093013015
2051,67.4,1.3342345765
2052,67.4,1.3591678515
2053,67.4,1.3841011266
2054,67.4,1.4090344016
2055,67.4,1.4339676766
2056,67.4,1.4589009517
2057,67.4,1.4838342267
2058,67.4,1.5087675017
2059,67.4,1.5337007767
2060,67.4,1.5586340518
2061,67.4,1.5835673268
2062,67.4,1.6085006018
2063,67.4,1.6334338769
2064,67.4,1.6583671519
2065,67.4,1.6833004269
2066,67.4,1.7082337019
2067,67.4,1.733166977
2068,67.4,1.758100252
2069,67.4,1.783033527
2070,67.4,1.8079668021
2071,67.4,1.8329000771
2072,67.4,1.8578333521
2073,67.4,1.8827666271
2074,67.4,1.9076999022
2075,67.4,1.9326331772
2076,67.4,1.9575664522
2077,67.4,1.9824997273
2078,67.4,2.0074330023
2079,67.4,2.0323662773
2080,67.4,2.0572995523
2081,67.4,2.0822328274
2082,67.4,2.1071661024
2083,67.4,2.1320993774
2084,67.4,2.1570326525
2085,67.4,2.1819659275
2086,67.4,2.2068992025
2087,67.4,2.2318324775
2088,67.4,2.2567657526
2089,67.4,2.2816990276
2090,67.4,2.3066323026
2091,67.4,2.3315655777
2092,67.4,2.3564988527
2093,67.4,2.3814321277
2094,67.4,2.4063654027
2095,67.4,2.4312986778
2096,67.4,2.4562319528
2097,67.4,2.4811652278
2098,67.4,2.5060985029
2099,67.4,2.5310317779
2100,67.4,2.5559650529
2101,67.4,2.5808983279
2102,67.4,2.605831603
2103,67.4,2.630764878
2104,67.4,2.655698153
2105,67.4,2.6806314281
2106,67.4,2.7055647031
2107,67.4,2.7304979781
2108,67.4,2.7554312531
2109,67.4,2.7803645282
2110,67.4,2.8052978032
2111,67.4,2.8302310782
2112,67.4,2.8551643533
2113,67.4,2.8800976283
2114,67.4,2.9050309033
2115,67.4,2.9299641783
2116,67.4,2.9548974534
2117,67.4,2.9798307284
2118,67.4,3.0047640034
2119,67.4,3.0296972785
2120,67.4,3.0546305535
2121,67.4,3.0795638285
2122,67.4,3.1044971035
2123,67.4,3.1294303786
2124,67.4,3.1543636536
2125,67.4,3.1792969286
2126,67.4,3.2042302037
2127,67.4,3.2291634787
2128,67.4,3.2540967537
2129,67.4,3.2790300287
2130,67.4,3.3039633038
2131,67.4,3.3288965788
2132,67.4,3.3538298538
2133,67.4,3.3787631289
2134,67.4,3.4036964039
2135,67.4,3.4286296789
2136,67.4,3.4535629539
2137,67.4,3.478496229
2138,67.4,3.503429504
2139,67.4,3.528362779
2140,67.4,3.5532960541
2141,67.4,3.5782293291
2142,67.4,3.6031626041
2143,67.4,3.6280958791
2144,67.4,3.6530291542
